from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,nop_supplementation,increase_feed_level,nitrate_supplementation
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IL,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'ac86c5d326ca46aa844a4ba5ec56f52c')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,1.0025235042121494e-06,1.0025235042121494e-06,8.58324917989854e-07,1.0056409912851334e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'b69d5a09a8c54434b2465b8fb696baba')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,0.0021500233560800552,0.0021500233560800552,0.0018407734213014173,0.0021567091544588777
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",TH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '95860cd571bc486ba0aea4731a2938ab')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,2.3523354684584774e-05,2.3523354684584774e-05,2.013985846282943e-05,2.359650384650895e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2c340ca87e054def94cbd8958504dc06')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,1.4161143553792499e-05,1.4161143553792499e-05,1.2124266741260701e-05,1.4205179610585313e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",AR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '7d9bab4b270248f5be2765e22427ef34')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,9.494148798694368e-06,9.494148798694368e-06,8.128552053676685e-06,9.523672182459994e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",MX,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '4cc79338cfdd47f7918e0a81e17f5c9a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,5.883931407879572e-06,5.883931407879572e-06,5.03761250674621e-06,5.902228315658113e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",PH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'c95416309f324a15bee6c414019637b0')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,2.0461916392378043e-06,2.0461916392378043e-06,1.7518764034570244e-06,2.0525545583687475e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'dd1acd748e4a491ab581c7aff033a303')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,7.61008559493348e-05,7.61008559493348e-05,6.515484242237569e-05,7.633750220617394e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",KE,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '0eaea5a64c7440c1982f52b1c628fe7b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,2.546438963690889e-06,2.546438963690889e-06,2.1801703456257615e-06,2.554357471853635e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CY,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'b8483d0816c341cdab9534b5a8d8f731')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,7.835196669248035e-08,7.835196669248035e-08,6.708216326410989e-08,7.859561309306885e-08
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",PE,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '6d2a92e296f447509e0cd5da18ca9dca')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,1.444991085008951e-06,1.444991085008951e-06,1.2371499015487594e-06,1.449484486918398e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RU,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '877c63b2f0c249e7a966d7ba0b6c6b0a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,1.1162141163367778e-05,1.1162141163367778e-05,9.556627708362825e-06,1.1196851402716198e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CI,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '42b31f62aa8e45c18049c4a98b8a64e1')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,6.705120085825911e-07,6.705120085825911e-07,5.740685004987938e-07,6.725970594669386e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CL,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '7aa8fce44f554be288003df087543dd1')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,1.76743958490988e-06,1.76743958490988e-06,1.5132188226968153e-06,1.7729356855350387e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",BR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a8c06bea5aa0426c8260fb1c95063ac9')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,7.722942245891318e-05,7.722942245891318e-05,6.612108087235718e-05,7.746957815118184e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '1c5e34f673cd4f308b146eb8d606b78e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,0.0007115367916412652,0.0007115367916412652,0.0006091924585969736,0.0007137494148272296
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",IL,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '725ed4bba367492db48aa4c4a282f15c')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,9.492642050190625e-08,9.492642050190625e-08,8.127262029272796e-08,9.52216074851101e-08
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",MY,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'dd1ca50ded6846be9dd1b8dfbba6e771')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,5.504225555341691e-06,5.504225555341691e-06,4.7125218795733655e-06,5.521341714657128e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",BD,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '435ef8e02b034997b9ff03ed787f23a0')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,9.86330724117579e-06,9.86330724117579e-06,8.444612364020368e-06,9.893978574757537e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",LK,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '1db4419baa444339a174049e139c2f13')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,3.646379980182246e-07,3.646379980182246e-07,3.121900667964252e-07,3.6577189087995246e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",ID,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'f6231da443044a39ab068ece25f55389')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,2.107366526615806e-05,2.107366526615806e-05,1.804252163198464e-05,2.113919677616417e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",NZ,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa100d98adc647479e942dc44fac1997')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,5.104931915411726e-06,5.104931915411726e-06,4.370660886482642e-06,5.120806415299153e-06
"market group for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RER,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '27d15f6351ae4894bb4d88a062d121dd')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,5.024018537369557e-05,5.024018537369557e-05,4.3013857340492785e-05,5.039641425789504e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",IN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '4c9a921283f6455f8444f9986d3a4b23')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,0.0001032799482345581,0.0001032799482345581,8.842461321451894e-05,0.00010360111168076849
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",VN,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '282ae2978de8489cb0a6fc3c156917e3')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,1.2067709576513153e-05,1.2067709576513153e-05,1.033194313057633e-05,1.2105235807516453e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'dd47f156ea274425bc3d274c5cf18aff')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,3.2862621992535423e-06,3.2862621992535423e-06,2.8135806500458414e-06,3.2964812912564372e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",TH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '8e9a5aa3de6244e48613734274b45856')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '3e0e23ddfb5a4929805bb93bc0a98d5e')",technosphere,7.752324563625734e-06,7.752324563625734e-06,6.637264181186417e-06,7.776431501279701e-06
