from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,electric_tractor
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","harvesting, by complete harvester, beets","harvesting, by complete harvester, beets",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '4e0fa634dad14af88807f345e8e58ad9')",biosphere,0.5519999861717224,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","harvesting, by complete harvester, beets","harvesting, by complete harvester, beets",CH,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '4e0fa634dad14af88807f345e8e58ad9')",biosphere,0.10400000214576721,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a2e596066a2a42da87a86e3a118c25b7')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",technosphere,0.0,30.2225894834481
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.00012347279698587954,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,4.512057057581842e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,3.442105225801468,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.024494023993611336,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.0007405503420159221,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.0007964138640090823,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.01461047027260065,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.23921065032482147,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,2.0340066839708015e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.02950742095708847,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","mowing, by rotary or sickle mower","mowing, by rotary or sickle mower",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'aa5764ec1ade4ebcb5ca643c41520601')",biosphere,0.0062166121788322926,0.0
"market group for electricity, low voltage","electricity, low voltage",GLO,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '99cd5eb9dd564975a1ff280de6597668')","greenhouse construction, plastic walls and roof, metal tubes","greenhouse, plastic walls and roof",FR,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '7c418daba72e4ad68bbf140c8c873d10')",technosphere,0.0,0.04274724014833862
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '8b3a76a94e834d84b4e64b3cc308205f')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",technosphere,0.0,93.62351559102535
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.0003819999983534217,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.00014000000373926014,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,18.13247231971473,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.10327000170946121,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.0022899999748915434,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.002469999948516488,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.05736999958753586,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.8127999901771545,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,6.289999873843044e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.1620199978351593,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '383d1b35ea87408c951fa218303a709e')",biosphere,0.019300000742077827,0.0
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '8b3a76a94e834d84b4e64b3cc308205f')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",technosphere,0.0,3.6373007921631344
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,1.4899999769113492e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,5.419999979494605e-06,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,0.6950893812571306,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,0.0038999998942017555,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,8.910000178730115e-05,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,9.580000187270343e-05,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,0.00171999994199723,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,0.030799999833106995,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,2.4399998892477015e-06,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,0.003530000103637576,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')",baling,baling,RoW,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '96787b5123f9470f896f9864f9bbbecc')",biosphere,0.0007489999989047647,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', 'a2e596066a2a42da87a86e3a118c25b7')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",technosphere,0.0,12.894021771312536
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,5.2677842177217826e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,1.9215960492147133e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,1.456141288876533,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,0.02116275206208229,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,0.0003160670748911798,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,0.00033897047978825867,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,0.004305840935558081,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,0.10695892572402954,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,8.657489161123522e-06,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, disking","tillage, disking",US,,remind - SSP1-PkBudg650 - 2050,"('remind - SSP1-PkBudg650 - 2050', '2e07847dd870416dae1caa988c7dfbe7')",biosphere,0.014360438100993633,0.0
