from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,nop_supplementation,increase_feed_level,nitrate_supplementation
market for rape meal,rape meal,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '414499512863484e8b00fbbcde296323')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.01132362149655819,0.01132362149655819,0.015346997285146931,0.010882898741952453
"market for sodium chloride, powder","sodium chloride, powder",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ce82094292ca40e2b1077c600190ca44')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.0013236450031399727,0.0013236450031399727,0.001133257708167785,0.0013277610624335165
"market for soybean, feed","soybean, feed",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '672a74c7ce3e45039b414a00dc098469')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.02811131440103054,0.02811131440103054,0.038099495459615884,0.027017203658970167
market for straw,straw,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '25dc096943a74684815d096f92b2edd3')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.06422099471092224,0.06422099471092224,0.08703924197550507,0.061721471594477474
market for urea,urea,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd27e979c811443ecbd905d848c8e0261')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.001903287717141211,0.001903287717141211,0.0016295271550866533,0.001909206256536474
market for wheat bran,wheat bran,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '93a9bb76037248b99510c7fabbb5bbbb')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.037756167352199554,0.037756167352199554,0.05117124393709922,0.036286672625280764
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.0044794087298214436,0.0044794087298214436,0.0038351102138882223,0.004493338077862818
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.0002824852126650512,0.0002824852126650512,0.00024185377796665346,0.0002833636399488928
"Methane, non-fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '57bdb443-d4a6-423d-8024-959b8261d02e')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.014043550938367844,0.009465353332459925,0.011698277931660414,0.011220797199755906
Water,,,"('air',)",biosphere3,"('biosphere3', '075e433b-4be4-448e-9510-9a5029c1ce94')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.017525918781757355,0.017525918781757355,0.015005067450134723,0.01758041807779853
Nitrate,,,"('water',)",biosphere3,"('biosphere3', '5189de76-6bbb-44ba-8c42-5714f1b4371f')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.0022598817013204098,0.0022598817013204098,0.0019348302237332277,0.0022669091195911422
Phosphate,,,"('water',)",biosphere3,"('biosphere3', 'c8791f3c-3c4a-4278-91c0-483797d14da2')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.0002502012066543102,0.0002502012066543102,0.000214213361861567,0.00025097924230545714
Water,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'db4566b1-bd88-427d-92da-2d25879063b9')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.09931353479623795,0.09931353479623795,0.08502871129814893,0.09962236412502552
"Occupation, grassland, natural, for livestock grazing",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'e780232c-898f-4606-8d21-f8589801ebe6')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,7.812734127044678,7.812734127044678,6.6889846978122245,7.837028916686405
"Occupation, pasture, man made",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '59ded913-17fe-4b3e-80cb-79b97cdbef9a')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,14.2291841506958,14.2291841506958,12.182520676965584,14.273431789242453
"Transformation, from grassland, natural (non-use)",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'b905c2e0-a0db-4e66-80d2-8bdfc93c6218')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.7344616055488586,0.7344616055488586,0.6288198677644338,0.7367455166504752
"Transformation, to grassland, natural, for livestock grazing",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'ce132b7d-ab1c-4df3-9656-8fe37ede77b1')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.2582722008228302,0.2582722008228302,0.2211234596085875,0.25907533435934416
"Transformation, to pasture, man made",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '7a16b680-6d9a-4db3-a23e-0ec64aca5995')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.47618937492370605,0.47618937492370605,0.40769638264015934,0.4776701523961341
"Water, unspecified natural origin",,,"('natural resource', 'in ground')",biosphere3,"('biosphere3', '478e8437-1c21-4032-8438-872a6b5ddcdf')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",biosphere,0.12025799602270126,0.12025799602270126,0.10296061303313465,0.12063195508345999
"market for wood chips, dry, measured as dry mass","wood chips, dry, measured as dry mass",SSA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4eb367fb5b6d41b8a0d79a93e53c2818')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.04605373740196228,0.04605373740196228,0.039429569693460856,0.04619694794057807
"market group for electricity, low voltage","electricity, low voltage",SSA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '33777a52f1584ccdb3642d6ed13b902e')","milk production, from cow",cow milk,ZA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '4b0e58abb20843f78327a156aaf4bec2')",technosphere,0.08466485887765884,0.08466485887765884,0.08466485887765884,0.08466485887765884
alfalfa/grass silage production,alfalfa-grass silage,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ce7b026467e4466baa6a90ecdd2aa075')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.35760319232940674,0.35760319232940674,0.48466254576836554,0.34368504220162965
"barley grain, feed production","barley grain, feed",CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '33eeed4e74f14e5eaeef87e912c22200')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.03623821586370468,0.03623821586370468,0.04911395180842852,0.03482780080150011
"market for energy feed, gross","energy feed, gross",RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'c0c70b32a2904d978978c930f9e55c32')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.19681186974048615,0.19681186974048615,0.16850331313397787,0.19742388378020478
hay production,hay,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ae3cb4031d3f41fe947c427ea70a0c5d')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.116688072681427,0.116688072681427,0.15814830398518745,0.11214649657545912
"market for limestone, crushed, washed","limestone, crushed, washed",RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e648457251114ec98502f0d7532d66dc')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.0017195321852341294,0.0017195321852341294,0.0014722022133853848,0.0017248793110985349
market for magnesium oxide,magnesium oxide,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd4f5cad653fc48faa4eb71b160b74292')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.00028372291126288474,0.00028372291126288474,0.0002429134514237027,0.00028460518734365004
"maize grain, feed production","maize grain, feed",CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '1c8bbb0bbef047499f8f58271efe8626')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.13799314200878143,0.13799314200878143,0.18702323955470979,0.13262235867049202
maize silage production,maize silage,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '58c7a844d0524cd6a0b71f649c7c14e4')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.4156661331653595,0.4156661331653595,0.563355726712983,0.3994881354054879
"manure, liquid, cattle, Recycled Content cut-off","manure, liquid, cattle",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '152917e9681b4096a637ecb9d8b302a4')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,-2.4314701557159424,-2.4314701557159424,-2.081738147017074,-2.4390311522880355
"manure, solid, cattle, Recycled Content cut-off","manure, solid, cattle",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '1e7622987eb34da3bb7dc24819a61602')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,-0.6447744369506836,-0.6447744369506836,-0.5520329083481881,-0.6467794532557765
oat grain production,oat grain,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3bac84ef5a7640f89919acde927581fe')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.010852723382413387,0.010852723382413387,0.01470878520065102,0.010430328290390475
"operation, housing system, cattle, loose","operation, housing system, cattle, loose, per animal unit",CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'f024f14a741249ba85e7a8dc7a76cf51')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,1.232091472047614e-05,1.232091472047614e-05,1.0548728356572037e-05,1.235922832829385e-05
"operation, housing system, cattle, tied","operation, housing system, cattle, tied, per animal unit",CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '39649852b94f43a998735e7feea84a56')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.0001218938414240256,0.0001218938414240256,0.00010436116560276165,0.00012227288737488775
Distiller's Dried Grains with Solubles to generic market for protein feed,"protein feed, 100% crude",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '0f7b9ca7b6ef4d4988e6c14f28e5754c')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.004900666419416666,0.004900666419416666,0.00664191347768543,0.004709929277202435
"market for protein feed, 100% crude","protein feed, 100% crude",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'f77a69a89e4547479aafd13438997d29')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.007093070074915886,0.007093070074915886,0.009613296171739597,0.006817003148537375
"market for sodium chloride, powder","sodium chloride, powder",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ce82094292ca40e2b1077c600190ca44')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.0017195321852341294,0.0017195321852341294,0.0014722022133853848,0.0017248793110985349
"soybean, feed production","soybean, feed",CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '15e9ea2f2e00462da706b9476a1b28a4')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.169162780046463,0.169162780046463,0.2292677061759854,0.16257885400994704
market for straw,straw,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '25dc096943a74684815d096f92b2edd3')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.02387002855539322,0.02387002855539322,0.03235124589313995,0.022940991432362563
"market for transport, passenger, car, petrol, large size, EURO 4","transport, passenger, car, petrol, large size, EURO 4",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '2ed8aa3ed2e34f89b3c8cc22a4b4f2e6')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.018704870715737343,0.018704870715737343,0.016014444105939506,0.018763036127733317
"wheat grain, feed production","wheat grain, feed",CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '240a4659da224662930bc9741e01661f')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.010971983894705772,0.010971983894705772,0.014870419953184279,0.010544947105544789
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",biosphere,0.002680128673091531,0.002680128673091531,0.002294630713263297,0.0026884629081066615
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",biosphere,0.0005404980038292706,0.0005404980038292706,0.0004627551402647865,0.0005421787579790056
"Methane, non-fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '57bdb443-d4a6-423d-8024-959b8261d02e')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",biosphere,0.022048747166991234,0.01486085559055209,0.018366606390103696,0.017616948986425993
"market for wood chips, dry, measured as dry mass","wood chips, dry, measured as dry mass",CAZ,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '02f558f0ff51413a91f52bf953d66166')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,0.04860785976052284,0.04860785976052284,0.041616318288118875,0.04875901269989251
market for selenium,selenium,World,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3094faa906694ed5919c9d83fc850c11')","milk production, from cow",cow milk,CA-QC,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '003f75b778e2431ab8aa981ac1d95b1c')",technosphere,1.7023357656853477e-07,1.7023357656853477e-07,1.4574792514429347e-07,1.7076294168776685e-07
market for alfalfa-grass silage,alfalfa-grass silage,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3e44fdec5ebc4fdaa7c1f6aac970e64e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e7629e5438d14dcba56669292a9eb6ed')",technosphere,0.20575237274169922,0.20575237274169922,0.27885788189221733,0.19774435582688535
"market for barley grain, feed","barley grain, feed",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'a1b3987db4634f91936a17efb8c0180f')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e7629e5438d14dcba56669292a9eb6ed')",technosphere,0.028371073305606842,0.028371073305606842,0.03845154883799284,0.027266852577090894
"market for diesel, burned in agricultural machinery","diesel, burned in agricultural machinery",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'b34a5be33bac4084941c2a737d888650')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e7629e5438d14dcba56669292a9eb6ed')",technosphere,0.19186021387577057,0.19186021387577057,0.16426388174295425,0.19245683004892222
"market for energy feed, gross","energy feed, gross",RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'c0c70b32a2904d978978c930f9e55c32')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'e7629e5438d14dcba56669292a9eb6ed')",technosphere,0.09615901112556458,0.09615901112556458,0.08232792048421625,0.09645803102173195
