from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,double_inhibitors,nitrification_inhibitors,urease_inhibitors
Phosphorus,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'b2631209-8374-431e-b7d5-56c96c6b6d79')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,5.698705649592739e-07,5.432512535360095e-07,5.047569220188431e-07,5.36601285272386e-07
Water,,,"('water', 'ground-')",biosphere3,"('biosphere3', '51254820-3456-4373-b7b4-056cf7b16e01')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.00921112485229969,0.008780862585605044,0.00815865797369326,0.008673375567137185
Water,,,"('water', 'surface water')",biosphere3,"('biosphere3', 'db4566b1-bd88-427d-92da-2d25879063b9')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.0023880694061517715,0.0022765199296013077,0.0021152076228093636,0.0022486529248133443
Zinc II,,,"('water', 'ground-')",biosphere3,"('biosphere3', '7e769b3e-03fb-4b53-be15-85a910dcfea9')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.205246059678757e-07,3.0555253190455263e-07,2.839013338953726e-07,3.0181224667408255e-07
Zinc II,,,"('water', 'surface water')",biosphere3,"('biosphere3', '541b633c-17a3-4047-bce6-0c0e4fdb7c10')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,2.6078439987031743e-05,2.4860285974291464e-05,2.3098706808708365e-05,2.4555969855962093e-05
"Carbon dioxide, in air",,,"('natural resource', 'in air')",biosphere3,"('biosphere3', 'cc6a1abb-b123-4ca6-8f16-38209df609be')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.3483745753765106,0.33210159711774134,0.3085691544521795,0.3280363233300477
"Energy, gross calorific value, in biomass",,,"('natural resource', 'biotic')",biosphere3,"('biosphere3', '01c12fca-ad8b-4902-8b48-2d5afe3d3a0f')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,3.8896000385284424,3.7079123341548548,3.445172753346716,3.662523576768778
"Occupation, annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'c4a82f46-381f-474c-a362-3363064b9c33')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.04719112440943718,0.04498677255427758,0.041799047306853125,0.04443608701453595
"Occupation, annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'a6889a22-e99e-42ea-85cd-4a68d7975dcd')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.10610449314117432,0.10114822987719192,0.0939809505236265,0.09991006887116226
"Transformation, from annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'a70beb60-354d-4dcd-b6fd-8c251357fb2a')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.04719112440943718,0.04498677255427758,0.041799047306853125,0.04443608701453595
"Transformation, from annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '4b420f19-0421-461e-a0b6-7efbf580089b')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.10610449314117432,0.10114822987719192,0.0939809505236265,0.09991006887116226
"Transformation, to annual crop, irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', '247ddc2a-c861-43be-97f0-0183e3d12f99')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.04719112440943718,0.04498677255427758,0.041799047306853125,0.04443608701453595
"Transformation, to annual crop, non-irrigated",,,"('natural resource', 'land')",biosphere3,"('biosphere3', 'e97b784a-ec09-4b1b-9f14-cc0ce9799c9e')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",biosphere,0.10610449314117432,0.10114822987719192,0.0939809505236265,0.09991006887116226
"market for phosphoric acid, fertiliser grade, without water, in 70% solution state","phosphoric acid, fertiliser grade, without water, in 70% solution state",World,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'b6dd6841071d4ef98f776e8182cb8993')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",technosphere,1.918548150570132e-05,1.8289305534510314e-05,1.6993340571923224e-05,1.806542514661141e-05
market for sulfur,sulfur,World,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'b5d129e859004ce0ab2d5371a7b5d39c')",potato production,potato,US-OR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9a1ac4b59c548a4a4ff3f84ae41a87d')",technosphere,2.1169817046029493e-05,2.0180950472859384e-05,1.8750945124915405e-05,1.9933914355959972e-05
market for [sulfonyl]urea-compound,[sulfonyl]urea-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '6d3e2170db9d4cf4aefd3a72b55509d0')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,9.748599723025109e-07,9.293231385152631e-07,8.634720746700717e-07,9.179472432227033e-07
market for [thio]carbamate-compound,[thio]carbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd9719c09ca0949ff973775ba0f8c92b0')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.0006704599945805967,0.0006391420348718749,0.000593852962427455,0.000631318262316946
"market for acetamide-anillide-compound, unspecified","acetamide-anillide-compound, unspecified",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb4e70d1e203481aa2a0f7bd0763b5f3')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,5.0591997933224775e-06,4.822878735293115e-06,4.4811335636160115e-06,4.7638416132980015e-06
"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",RAF,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'a541a2c756ce44d88635af2dacb22e9e')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.0005548042245209217,0.0005288886792382476,0.00049141206777761,0.0005224145240309997
"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",RLA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '036f00e81a5f40138a4134538f9c653a')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.0008631324162706733,0.0008228145055011186,0.000764510554712731,0.0008127423882021406
"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",UN-OCEANIA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'eb7b7f22c95a4653a6d50fca84e70b20')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.00017561214917805046,0.00016740910312492896,0.00015554663346151502,0.00016535983915070665
"market for ammonia, anhydrous, liquid","ammonia, anhydrous, liquid",UN-SEASIA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '06ee587aeb4148028a8c416faa855a58')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.0007850512047298253,0.0007483805574164207,0.0006953509342159657,0.0007392195901410783
market for ammonium nitrate,ammonium nitrate,RNA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'bf66d4e005a64e469e06e62fc8cac04a')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.001329382648691535,0.001267285651755515,0.0011774868456080913,0.001251772738880918
market for ammonium nitrate,ammonium nitrate,RER,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '0b1473c4f21a40be8b378dd9eef06ca0')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,0.0019168166909366846,0.0018272799722942657,0.001697800434842059,0.00180491213835846
"market for application of plant protection product, by field sprayer","application of plant protection product, by field sprayer",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ff595daaff4d469392865f5d461931b6')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,9.755900100572035e-05,9.300190753643504e-05,8.641186980134663e-05,9.18634661070813e-05
market for bipyridylium-compound,bipyridylium-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'a5616ed6d41c43b7b6158ec94b525ea7')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,3.342300033182255e-06,3.1861773433577267e-06,2.9604074696034144e-06,3.147175172487999e-06
market for dinitroaniline-compound,dinitroaniline-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd98025fd39294c2583a6a48b3c3c52b1')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,4.624000212061219e-06,4.408007828466367e-06,4.095660063827475e-06,4.354049163899452e-06
market for dithiocarbamate-compound,dithiocarbamate-compound,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'defdaaa311c14296b91964923e2fff4b')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,6.179874617373571e-05,5.8912055456373415e-05,5.473759625663039e-05,5.8190909768112716e-05
"market for fertilising, by broadcaster","fertilising, by broadcaster",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3acc017c67274e0790d8b4ca1ff54c8d')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,4.8779998905956745e-05,4.650142889033055e-05,4.3206376356029e-05,4.593220235965795e-05
market for glyphosate,glyphosate,GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'dc254f8ebec04b5a8904efdc5b567191')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,2.4370999085476797e-07,2.3232601606746233e-07,2.158635880024517e-07,2.2948210061654232e-07
"market for harvesting, by complete harvester, ground crops","harvesting, by complete harvester, ground crops",GLO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '84f746caf9a14815967a6af4288a72b2')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,2.3881000743131153e-05,2.27654916521746e-05,2.1152347868140967e-05,2.2486818025547224e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",AU,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '538ce6fb31a0494b80c3706713579749')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.6728990885894746e-05,1.594756042506649e-05,1.4817529571208809e-05,1.5752345466944203e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",MK,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '6f4bf04419df4ee0a8fa936f2aec866b')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.883976352701211e-07,1.7959736441384282e-07,1.668712447033845e-07,1.7739890326753398e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",MY,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'b3c99bf3d1314226876e0cd722f409bc')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,5.258334113023011e-06,5.01271126122308e-06,4.657514714812233e-06,4.951350388910556e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",BA,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3d383764779c49be84c3b58705686c00')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,4.235946846620209e-07,4.03808088333671e-07,3.7519458340303e-07,3.988650514708294e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",BR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'f7bcfe0be1bf4da98690a6a1514f1147')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,5.252334085525945e-05,5.006991501931311e-05,4.652200252901634e-05,4.945700645504656e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CZ,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ea54ae892bd741778717e1c6579c81fe')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,4.305546099203639e-06,4.104429074550657e-06,3.813592647656013e-06,4.054186534090055e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PT,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '9e8c787d74734574a3c41f7ef3b1a844')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,8.279896519525209e-07,7.893133002407255e-07,7.333832169641461e-07,7.796512730249726e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",DE,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '1514248b92ce457f996ed50697c53fc6')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.795777461666148e-05,1.7118946250392262e-05,1.5905911972242235e-05,1.6909392294408174e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",LV,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '1dbf25af08b8434ab19eee1653627b4f')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.2659841104323277e-06,1.2068485323473097e-06,1.121332250161495e-06,1.1920754335520977e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",KE,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '889394ad3da04347ae76f3810117b675')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,2.0147747363807866e-06,1.9206622844430762e-06,1.7845657541016712e-06,1.8971513525242812e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",VN,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'aa73e4311ba646379124c0a3fbd048ad')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.9166160200256854e-05,1.827088674952989e-05,1.697622692671112e-05,1.8047231826983854e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",GR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '50e1f64e55f943508bb3005ee996c3b1')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,2.2079723294154974e-06,2.1048353950576714e-06,1.9556885114397673e-06,2.079069990033425e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",EE,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'be62d59a59cf4937a0501cebe8cbda10')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,6.563917622770532e-07,6.257309459266475e-07,5.81392172078878e-07,6.180713392439296e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",LT,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '5ee2847a6bbc44ba8d464950cc461589')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,2.0639740796468686e-06,1.967563469634765e-06,1.8281435603603797e-06,1.9434784177465804e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CI,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'c6345b32148d4c28b1d9a9f220bc759d')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,3.887951436354342e-07,3.7063407400899357e-07,3.4437125211287354e-07,3.6609712206726386e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CO,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '7df499d32be84ba19230eb1c66e32f89')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,5.512731149792671e-06,5.255225118963462e-06,4.882844242509009e-06,5.1908956212737016e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",FR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '3376038a7df049e4a7601310885d4d9b')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,2.6903662728727795e-05,2.5646961609845372e-05,2.3829639263709295e-05,2.5333015752097736e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CR,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'd87d84fa927e4c709ea4739321c111a2')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,8.279896519525209e-07,7.893133002407255e-07,7.333832169641461e-07,7.796512730249726e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PE,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '9430dc3e18944ac88e639d5598f8c1e4')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,4.384744897834025e-06,4.179928405942827e-06,3.883742159286117e-06,4.128761674043338e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IE,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '56ed147e2c2643ada12020fff796890f')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,3.6515543797577266e-06,3.4809860626861075e-06,3.234326288536516e-06,3.4383751221824167e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",SE,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'ccbbd5fc2f444992a37cb2131628a7ad')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.94997551261622e-06,1.8588899071651287e-06,1.7271705160462532e-06,1.8361351342902257e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",XK,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', 'adc7f50f42d647a3ba262eb9cfa6feaf')",potato production,potato,RoW,,remind - SSP1-PkBudg650 - 2035,"('remind - SSP1-PkBudg650 - 2035', '01bf5c157d1e4aeaa056dd4b3571e952')",technosphere,1.1759852469594989e-07,1.1210536195991411e-07,1.0416166934982276e-07,1.1073307410164773e-07
