from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,electric_tractor
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')",hoeing,hoeing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3e873ec9152d447aa6c81b43eac25e22')",biosphere,0.14399999380111694,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')",hoeing,hoeing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3e873ec9152d447aa6c81b43eac25e22')",biosphere,1.0800000382005237e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')",hoeing,hoeing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3e873ec9152d447aa6c81b43eac25e22')",biosphere,0.011900000274181366,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')",hoeing,hoeing,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3e873ec9152d447aa6c81b43eac25e22')",biosphere,0.0032999999821186066,0.0
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0409dd76670243c6ab409fd5f1d0a08a')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",technosphere,0.0,80.80601415768558
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.00033000000985339284,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.00011999999696854502,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,28.622080440253022,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.08910000324249268,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.001979999942705035,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.0021299999207258224,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.0494999997317791,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.7020000219345093,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,5.4299998737405986e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.14000000059604645,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, subsoiling, by subsoiler plow","tillage, subsoiling, by subsoiler plow",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '26c842554dfe4739be63fef8d81242a2')",biosphere,0.016699999570846558,0.0
"market group for electricity, low voltage","electricity, low voltage",NEU,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '25cc42adfad64929856528e258577270')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",technosphere,0.0,258.47842763763623
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.0010600000387057662,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.00038499999209307134,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,70.8608013458252,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.3449999988079071,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.0063299997709691525,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.006810000166296959,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.10300000011920929,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,2.0299999713897705,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.0001740000006975606,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.27399998903274536,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","chopping, maize","chopping, maize",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '78153454d5574471ad378a7ff8c510ff')",biosphere,0.053199999034404755,0.0
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0409dd76670243c6ab409fd5f1d0a08a')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",technosphere,0.0,38.94359328740221
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.00015900000289548188,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,5.8099998568650335e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,13.77423087212071,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.04295999929308891,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.0009549999958835542,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.0010300000431016088,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.02387000061571598,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.3380900025367737,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,2.6199999410891905e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.0841199979186058,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","sugarcane vinasse application, by wheel reel irrigation equipment","sugarcane vinasse application, by wheel reel irrigation",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '558857221c64472585566c48f192e8dc')",biosphere,0.008030000142753124,0.0
"market group for electricity, low voltage","electricity, low voltage",NEU,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '25cc42adfad64929856528e258577270')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",technosphere,0.0,21.73568655462826
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,8.86999987415038e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,3.239999932702631e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,5.967840089797972,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.026399999856948853,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.0005319999763742089,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.0005719999899156392,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.01140000019222498,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.1979999989271164,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,1.4600000213249587e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.020899999886751175,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, harrowing, by spring tine harrow","tillage, harrowing, by spring tine harrow",CH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0ca1cd4575c3421b8bb29575e556d77d')",biosphere,0.004470000043511391,0.0
"market group for electricity, low voltage","electricity, low voltage",CAZ,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'd943e810db44494295c2abc2cd2f5003')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",technosphere,0.0,34.1211100840101
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.00013939999917056412,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,5.0971088057849556e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,17.0816917116642,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.03793197125196457,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.0008368741255253553,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.000898513593710959,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.025129931047558784,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.3153095245361328,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,2.2925136363483034e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.02356523834168911,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","swath, by rotary windrower","swath, by rotary windrower",CA-QC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '60a1e2e8bad046009d3bc4cb5490e21a')",biosphere,0.007017415016889572,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ed9ae13e3ac04cd2bd728f49962ac4f8')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",technosphere,0.0,19.93256171856051
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",biosphere,8.143342711264268e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",biosphere,2.9738122975686565e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",biosphere,4.860285162448883,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",biosphere,0.015242120251059532,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",biosphere,0.0004892401047982275,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","planting, by drill","planting, by drill",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'be67634d4f0b4828b6db1785f53054b8')",biosphere,0.0005254800780676305,0.0
