from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,nop_supplementation,increase_feed_level,nitrate_supplementation
"market for energy feed, gross","energy feed, gross",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'c10dcc0c6fa04e78a3f48ea5e038a899')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.09615901112556458,0.09615901112556458,0.08232792048421625,0.09645803102173195
market for hay,hay,GLO,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ae9f1efbe2684fb6b6c30a0ffa357816')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.05701185390353203,0.05701185390353203,0.07726863418603698,0.05479291526228713
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",AU,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5febe4ccb5654a8f99e5f4b9dc63db64')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.784099524433259e-05,2.784099524433259e-05,2.383646853110667e-05,2.7927570713544578e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",MY,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'db21ac67a9584886be4b93d93a642f90')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,8.751110726734623e-06,8.751110726734623e-06,7.492389320834438e-06,8.77832352967662e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CN,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'a93f9fa00c8a437998d42e9444597ec5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.0004908950068056583,0.0004908950068056583,0.00042028682089525544,0.0004924215134975005
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RU,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ce74ec7513af4755b607677c30e6d374')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.999509499408305e-05,3.999509499408305e-05,3.42423758510985e-05,4.0119465336626586e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",BR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5a7f230cca364fa3a84bbd3810d1b6a2')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,8.74112593010068e-05,8.74112593010068e-05,7.48384069357935e-05,8.768307683920834e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",KE,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1aa2087126e146899d317650be3d27c5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.353061629240983e-06,3.353061629240983e-06,2.870771942843308e-06,3.3634884434155715e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",VN,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9bddbbfce74d43389b43abe601110812')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.189701965311542e-05,3.189701965311542e-05,2.7309092168763204e-05,3.199620789759798e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CI,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ceb1efd3ab3d481cb646a077a9f544aa')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,6.470469884334307e-07,6.470469884334307e-07,5.539785859875263e-07,6.490590715552519e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CO,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'b59e6717bf184d8e9596a2684af1f71a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,9.174487786367536e-06,9.174487786367536e-06,7.854869680109191e-06,9.203017139499985e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '70e7a9e634154bb98c2daf31b04bc626')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.3779705341221415e-06,1.3779705341221415e-06,1.1797692929127925e-06,1.3822555262535275e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PE,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '232be84f0b4b42f68e4164399c39d5ef')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,7.297252523130737e-06,7.297252523130737e-06,6.247647708159878e-06,7.3199443506176515e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",EC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '009f461e76954588adf7b169b2a0c007')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.7245144994813018e-06,3.7245144994813018e-06,3.1887966605148135e-06,3.7360963983160817e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",ID,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '61af6a287b16448c8a7defe10dbaf149')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,6.935784767847508e-05,6.935784767847508e-05,5.938171890280401e-05,6.957352560785945e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",NZ,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '9b1f2eee2f5642c8ae772078a6961d5e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,9.148526260105427e-06,9.148526260105427e-06,7.832642345980675e-06,9.176974882240372e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CL,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'ed101c64a34e4660ad5d9ff373d544bf')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.874293724948075e-06,3.874293724948075e-06,3.3170322987569135e-06,3.8863413832361065e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",MX,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'a28dd122fdd449a9822e8fa2846c6053')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.139775799354538e-05,3.139775799354538e-05,2.688164211776146e-05,3.1495393714058964e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",CY,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'f1dd5b8f79424211b7aa46e2baeb256b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.3380292784859193e-07,1.3380292784859193e-07,1.1455730124023283e-07,1.3421900676957762e-07
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IN,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '7ee8cb698fee4b659eff811ee54095a5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.00033866919693537056,0.00033866919693537056,0.0002899565042254885,0.00033972233617752086
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'd041bce7a01344a684d58b34833567fd')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.0002575786202214658,0.0002575786202214658,0.00022052964060057008,0.0002583795969720793
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",BD,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'a15ed8f7906042cc9ae882d37d63c475')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.488335121597629e-05,2.488335121597629e-05,2.1304239054774224e-05,2.4960729477356092e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",TR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0811ffca7dd94a35b8ea4d2c8c4d4ac4')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.5707409551832825e-05,3.5707409551832825e-05,3.057141228752811e-05,3.5818446736716645e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",LK,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '59eef55791464fdeb00dd5d90badb297')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.406455678283237e-06,2.406455678283237e-06,2.060321642365785e-06,2.4139388888386366e-06
"market group for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RER,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'd8a6469ec20240b6813aadd15fb66fa4')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.0002831369929481298,0.0002831369929481298,0.00024241180903093303,0.00028401744703393495
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",AR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '621f603624f649c78e62c93692d5b354')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.9369472283869982e-05,1.9369472283869982e-05,1.658345229783389e-05,1.942970436740895e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",IL,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'b6ac3cdaa9b74bb186fc82016198860a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.0025235042121494e-06,1.0025235042121494e-06,8.58324917989854e-07,1.0056409912851334e-06
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '6adce97483e145f18c48568d0c5a74f3')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.0021500233560800552,0.0021500233560800552,0.0018407734213014173,0.0021567091544588777
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",TH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '70dd9156b41f4799b3dfd838da014249')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.3523354684584774e-05,2.3523354684584774e-05,2.013985846282943e-05,2.359650384650895e-05
"market for inorganic nitrogen fertiliser, as N","inorganic nitrogen fertiliser, as N",PH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0547ef72d1634ab68d25befccbe867b1')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.4161143553792499e-05,1.4161143553792499e-05,1.2124266741260701e-05,1.4205179610585313e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",AR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '1aec896274d94c3797a0093eab6087c2')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,9.494148798694368e-06,9.494148798694368e-06,8.128552053676685e-06,9.523672182459994e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",MX,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '513706b440954c11b585ada3bfcc9b4e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,5.883931407879572e-06,5.883931407879572e-06,5.03761250674621e-06,5.902228315658113e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",PH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '3fecf68cfd87407b976a2f23b4fa288a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.0461916392378043e-06,2.0461916392378043e-06,1.7518764034570244e-06,2.0525545583687475e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",US,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '114001b05f1448109297a74d1013f450')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,7.61008559493348e-05,7.61008559493348e-05,6.515484242237569e-05,7.633750220617394e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",KE,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '7ad1e285dbdb490eb3b22cd51aa8bb39')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.546438963690889e-06,2.546438963690889e-06,2.1801703456257615e-06,2.554357471853635e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CY,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '7322aa01edbf4ecf8f708e95a8a3f44e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,7.835196669248035e-08,7.835196669248035e-08,6.708216326410989e-08,7.859561309306885e-08
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",PE,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'e3c419df85024f87a69cff0d768af509')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.444991085008951e-06,1.444991085008951e-06,1.2371499015487594e-06,1.449484486918398e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RU,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0a9ff62839ff455dbd226fec5506d458')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.1162141163367778e-05,1.1162141163367778e-05,9.556627708362825e-06,1.1196851402716198e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CI,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '74b78c0262694d8daf25e2a8d300332e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,6.705120085825911e-07,6.705120085825911e-07,5.740685004987938e-07,6.725970594669386e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CL,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'a61b423011794d3eafeb359c61e53bcd')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.76743958490988e-06,1.76743958490988e-06,1.5132188226968153e-06,1.7729356855350387e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",BR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '2b1764b760534175859a860e61052a5d')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,7.722942245891318e-05,7.722942245891318e-05,6.612108087235718e-05,7.746957815118184e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'fb579ef000e342dfbe08a365fd307a4b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.0007115367916412652,0.0007115367916412652,0.0006091924585969736,0.0007137494148272296
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",IL,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'e072f148bb2c468291c3340675622e4d')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,9.492642050190625e-08,9.492642050190625e-08,8.127262029272796e-08,9.52216074851101e-08
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",MY,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '2bb32b60ace44885bcd129b0d9e6a46a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,5.504225555341691e-06,5.504225555341691e-06,4.7125218795733655e-06,5.521341714657128e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",BD,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'e4819349e5eb4702afd649c7e23d61d5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,9.86330724117579e-06,9.86330724117579e-06,8.444612364020368e-06,9.893978574757537e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",LK,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '340baaae188346979e54fa77d1965023')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.646379980182246e-07,3.646379980182246e-07,3.121900667964252e-07,3.6577189087995246e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",ID,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '6a9c7323924641b2aefbca847081600e')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,2.107366526615806e-05,2.107366526615806e-05,1.804252163198464e-05,2.113919677616417e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",NZ,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'f8f4aa6b78f64887a0bece3e8d61729a')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,5.104931915411726e-06,5.104931915411726e-06,4.370660886482642e-06,5.120806415299153e-06
"market group for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",RER,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '53a718f4c12f4b2f9197e8c35440f8b8')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,5.024018537369557e-05,5.024018537369557e-05,4.3013857340492785e-05,5.039641425789504e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",IN,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '0c80e19c4e914b9bac3b4e4497a6d9e0')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.0001032799482345581,0.0001032799482345581,8.842461321451894e-05,0.00010360111168076849
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",VN,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '48bc2d3d899e441a951edbb23eb412d5')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,1.2067709576513153e-05,1.2067709576513153e-05,1.033194313057633e-05,1.2105235807516453e-05
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CO,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'a99b4df25d3f41729d6806a4b94c45c9')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.2862621992535423e-06,3.2862621992535423e-06,2.8135806500458414e-06,3.2964812912564372e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",TH,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '745d178c3d39435ba917545d3303e4ad')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,7.752324563625734e-06,7.752324563625734e-06,6.637264181186417e-06,7.776431501279701e-06
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",EC,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5e644af1afdf4c3fa51ccc6c2a319b16')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,6.524307991639944e-07,6.524307991639944e-07,5.585880129828719e-07,6.544596239983894e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CR,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', 'b0ee46a2f8ba4934afc39e05012dcd3b')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,3.5861091873812256e-07,3.5861091873812256e-07,3.070298961798995e-07,3.5972606955373915e-07
"market for inorganic phosphorus fertiliser, as P2O5","inorganic phosphorus fertiliser, as P2O5",CN,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '51f73018f4e347ec8177b5e698d09545')","milk production, from cow",cow milk,RoW,,remind - SSP1-PkBudg650 - 2045,"('remind - SSP1-PkBudg650 - 2045', '5d9f4eaf4e77449998d6dd0769fefde2')",technosphere,0.00018232200818601996,0.00018232200818601996,0.00015609760974830478,0.0001828889639743404
