from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,electric_tractor
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","limestone and gypsum application, by spreader","limestone and gypsum application, by spreader",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '5f85cb8d0d4e4933a5829f6c668d6d3f')",biosphere,0.019300000742077827,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","limestone and gypsum application, by spreader","limestone and gypsum application, by spreader",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '5f85cb8d0d4e4933a5829f6c668d6d3f')",biosphere,0.001180000021122396,0.0
"market group for electricity, low voltage","electricity, low voltage",CAZ,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2537fc14060e427ebe1ddc31f38ffdb8')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",technosphere,0.0,52.62581699346404
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.00021499999274965376,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,7.851123518776149e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,33.11924166870117,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.06401685625314713,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.0012924157781526446,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.00138904491905123,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.04336236044764519,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.4867696762084961,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,3.539045064826496e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.005821910221129656,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","planting with starter fertiliser, by no till planter","planting with starter fertiliser, by no till planter",AU,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '2ed660c9d4be4784af4fd6255f72e0b3')",biosphere,0.010846628807485104,0.0
"market group for electricity, low voltage","electricity, low voltage",LAM,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '6773041433af4dcca6376e826195daba')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",technosphere,0.0,93.6235153721828
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.0003819999983534217,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.00014000000373926014,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,54.880577186584475,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.10327000170946121,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.0022899999748915434,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.002469999948516488,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.05736999958753586,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.8127999901771545,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,6.289999873843044e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.1620199978351593,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, harrowing, by offset disc harrow","tillage, harrowing, by offset disc harrow",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '01e9d8b9e6d046b1a903cdcbeeb19438')",biosphere,0.019300000742077827,0.0
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '0cafab61141d4409954102d892bdbdf7')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",technosphere,0.0,9.399215526337084
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,3.8300000596791506e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,1.4000000192027073e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,5.718080042263493,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.008999999612569809,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.0002300000051036477,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.0002469999890308827,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.0063299997709691525,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.08579999953508377,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,6.300000222836388e-06,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.0070500001311302185,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","haying, by rotary tedder","haying, by rotary tedder",RoW,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '3ad5ca0c515443299cf09510cf696740')",biosphere,0.001930000027641654,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', 'b23fa6ba5c9b4e5c9c681b39b166647d')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",technosphere,0.0,25.578542949327453
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.00010436484444653615,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,3.824889427050948e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,15.487485157251358,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.028214024379849434,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.000625642656814307,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.0006748198065906763,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.01567384973168373,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.2220621556043625,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,1.718468229228165e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.04426489770412445,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, harrowing, by tandem disk","tillage, harrowing, by tandem disk",US,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '324290f112b742628aea8872cddaf0f3')",biosphere,0.005272883456200361,0.0
"market group for electricity, low voltage","electricity, low voltage",LAM,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '6773041433af4dcca6376e826195daba')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",technosphere,0.0,4.8219935340819005
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,1.97000008483883e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,7.190500127762789e-06,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,2.8249799838066103,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.0025412999093532562,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.00011819999781437218,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.0001270649954676628,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.0023048999719321728,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.030239500105381012,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,3.2406499030912528e-06,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.02639799937605858,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')",sowing,sowing,BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '8c6a8baa6bba42a1addb2070bf82442e')",biosphere,0.0009948499500751495,0.0
"market group for electricity, low voltage","electricity, low voltage",LAM,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '6773041433af4dcca6376e826195daba')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",technosphere,0.0,53.564591981227096
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,0.00021899999410379678,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,7.989999721758068e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,31.34267349624634,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,0.05909999832510948,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,0.0013099999632686377,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,0.0014100000262260437,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,0.03280000016093254,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",BR,,remind - SSP1-PkBudg650 - 2030,"('remind - SSP1-PkBudg650 - 2030', '1522a05cbe5747719841136819e38bf6')",biosphere,0.4650000035762787,0.0
