from activity name,from reference product,from location,from categories,from database,from key,to activity name,to reference product,to location,to categories,to database,to key,flow type,baseline,electric_tractor
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '457c22e342b749128ea39f43b57c39df')",biosphere,0.15399999916553497,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","fertilising, by rig fertiliser, sugarcane","fertilising, by rig fertiliser, sugarcane",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '457c22e342b749128ea39f43b57c39df')",biosphere,0.011099999770522118,0.0
"market group for electricity, low voltage","electricity, low voltage",CAZ,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '20bd6912e7f14b7c9a16e7074422be6f')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",technosphere,0.0,65.59869094300113
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.00026837221230380237,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,9.789444447960705e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,37.04578868198395,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.06960555911064148,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.0016080000204965472,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.001730833319015801,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.047272223979234695,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.5881111025810242,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,4.4294443796388805e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.04838888719677925,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, hoeing and earthing-up, potatoes","tillage, hoeing and earthing-up, potatoes",CA-QC,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'b3ae88a0c0c54d5885aae1c819b31217')",biosphere,0.013511667028069496,0.0
"market group for electricity, low voltage","electricity, low voltage",GLO,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'eeb4c61e79394fc9bfda86c2a36aae7c')","greenhouse construction, glass walls and roof, plastic tubes","greenhouse, glass walls and roof",FR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '1a53c8c06ccd4b3385359b8b50d3626c')",technosphere,0.0,0.05147115954386642
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '318b729fb478455c81e87c2fab1dd47c')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",technosphere,0.0,11.460189934649497
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,4.6820001443848014e-05,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,1.710092146822717e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,4.912314670562744,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.03137936070561409,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.00028058793395757675,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.00030217162566259503,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.005894007161259651,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.09646248072385788,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,7.70371661928948e-06,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.013863368891179562,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, rotary cultivator","tillage, rotary cultivator",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '4b4e6dca1c7c42b7826fc726544b47c2')",biosphere,0.0023576028179377317,0.0
"market group for electricity, low voltage","electricity, low voltage",USA,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '318b729fb478455c81e87c2fab1dd47c')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",technosphere,0.0,36.498433402940336
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.00014905429270584136,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,5.42015623068437e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,15.746237007141115,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.04024466127157211,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.0008943257853388786,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.0009620776982046664,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.02235814370214939,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.3170791268348694,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,2.452620719850529e-05,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.06323515623807907,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","tillage, subsoiling, by subsoiler or v-ripper","tillage, subsoiling, by subsoiler or v-ripper",US,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '9b47073d9145420889cf3e787b6576cc')",biosphere,0.007543050684034824,0.0
"market group for electricity, low voltage","electricity, low voltage",World,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'a3efa012dcf749c286adb7f54b16db8d')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",technosphere,0.0,0.21344052617486828
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,8.719999868844752e-07,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,3.179999907843012e-07,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,0.11127880700887181,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,0.00025599999935366213,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,5.230000169831328e-06,0.0
"Methane, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '70ef743b-3ed5-4a6d-b192-fb6d62378555')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,5.63000003239722e-06,0.0
"NMVOC, non-methane volatile organic compounds",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '33b38ccb-593b-4b11-b965-10d747ba3556')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,9.349999891128391e-05,0.0
Nitrogen oxides,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '77357947-ccc5-438e-9996-95e65e1e1bce')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,0.0017000000225380063,0.0
"PAH, polycyclic aromatic hydrocarbons",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '13d898ac-b9be-4723-a153-565e2a9144ac')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,1.4299999406830466e-07,0.0
"Particulate Matter, < 2.5 um",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '66f50b33-fd62-4fdd-a373-c5b0de7de00d')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,0.00021399999968707561,0.0
Sulfur dioxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '78c3efe4-421c-4d30-82e4-b97ac5124993')","transport, freight, tractor and trailer, diesel, agricultural","transport, freight, tractor and trailer, diesel, agricultural",RoW,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'e1a13ad41ab84cf183361d36e5c55580')",biosphere,4.400000034365803e-05,0.0
"market group for electricity, low voltage","electricity, low voltage",LAM,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', 'a545019b2e8943d4b87d16edfb3a8e60')","field leveling, sugarcane","field leveling, sugarcane",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7a385f3f6eb040089d9f94399d8e0a17')",technosphere,0.0,41.78038202547559
Ammonia,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '0f440cc0-0f74-446d-99d6-8ff0e97a2444')","field leveling, sugarcane","field leveling, sugarcane",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7a385f3f6eb040089d9f94399d8e0a17')",biosphere,0.00017100000695791095,0.0
Benzene,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '5e883a00-04e6-4d96-8dce-12d7117c6635')","field leveling, sugarcane","field leveling, sugarcane",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7a385f3f6eb040089d9f94399d8e0a17')",biosphere,6.230000144569203e-05,0.0
"Carbon dioxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'aa7cac3a-3625-41d4-bc54-33e2cf11ec46')","field leveling, sugarcane","field leveling, sugarcane",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7a385f3f6eb040089d9f94399d8e0a17')",biosphere,20.685538264274598,0.0
"Carbon monoxide, fossil",,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', '099b36ab-4c03-4587-87f4-2f81e337afb8')","field leveling, sugarcane","field leveling, sugarcane",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7a385f3f6eb040089d9f94399d8e0a17')",biosphere,0.04610000178217888,0.0
Dinitrogen monoxide,,,"('air', 'non-urban air or from high stacks')",biosphere3,"('biosphere3', 'afd6d670-bbb0-4625-9730-04088a5b035e')","field leveling, sugarcane","field leveling, sugarcane",BR,,remind - SSP1-PkBudg650 - 2040,"('remind - SSP1-PkBudg650 - 2040', '7a385f3f6eb040089d9f94399d8e0a17')",biosphere,0.001019999966956675,0.0
